"スクリプトを実行すると PoolNotDefinedException: [name=type=production]] というエラーが発生して処理が失敗します。原因を教えてください。","Q081","4"
"修正したプロジェクトを以前に保存したときの状態に復元することはできますか？","Q082","4"
"SAP EICS のイベント登録で以下のエラーが発生して登録することができませんでした。原因を教えてください。com.librados.eics.exception.EICSException: naming_exception","Q083","4"
"DataSpiderServer をインストールしているマシンにセキュリティソフトを導入した場合、注意点はありますでしょうか？","Q084","4"
"マッピングの処理を作成していますが、アイコンの数が多くなり処理内容が見づらくなってしまいました。見やすくする方法はありますか？","Q085","4"
"$DATASPIDER_HOME/server/logs/ に出力されていた 「server.error.log」 の内容が消えていました。「server.error.log」 は特定のタイミングで作成し直されるのでしょうか。その場合、作成し直されるタイミングを教えてください","Q086","4"
"「テーブル読み取り処理」、「テーブル書き込み処理」のプロパティから、「テーブル名」 を選択すると、「プロパティーの更新に失敗しました」 と表示されます。原因と対処法を教えてください。","Q087","4"
"OSの管理者権限ユーザにて DataSpiderServer をインストールした後、OS の一般ユーザで DataSpiderServer を起動しようとすると、以下のエラーが出力され、DataSpiderServer を起動することができません。原因と対処方法を教えてください。Caused by: java.io.FileNotFoundException: $DATASPIDER_HOME/ファイル名 (アクセスが拒否されました。)","Q088","4"
"Excelのシートにヘッダー部と明細部の分かれているフォーマットのシートがあります。それぞれのヘッダー部と明細部データを読み込みたい場合、どのような 指定が可能ですか？","Q089","4"
"ノーツ式読み取り処理の「ノーツ関数式」には、何が指定できますか？","Q090","4"
"Lotus Notesアダプタの処理で、以下のエラーメッセージが発生して処理が失敗します。原因および対応方法を教えてください。[STATUS:413] 要求により操作を停止しました.。","Q091","4"
"Dr.Sum EA アダプタの Datalizer 読み取り処理は、Dr.Sum EA Datalizer製品の DrSum EA Datalizer for Excelに対応していますか？","Q092","4"
"CSVアダプタの読み取り・書き込み処理に関する、レコード長、レコード数、レコード内のカラム数の仕様を教えてください。","Q093","4"
"Linux、Unix環境にDataSpiderServerをインストールする時にターミナルなどのCUIのみでのサイレントインストールは可能ですか？","Q094","4"
"Mapperのツールパレットに「グループ化」アイコンが表示される時と されない時があります。どんな時に表示されるのか教えてください。","Q095","4"
"DataSpider をバージョンアップした場合、SAPとの接続に使用している SAPEICS もバージョンアップが必要ですか？","Q096","4"
"FTPアダプタの[更新]処理でパーミッションエラーが発生して書き込みを行えなかったのですが、スクリプト実行はエラーになりませんでした。理由を教えてください。","Q097","4"
"稼働監視の一環として、DataSpiderServer がリポジトリ DBに接続できているか確認したいと考えています。確認する方法を教えてください。","Q098","4"
"Windows x64 など、Windows x86 以外の環境で Access アダプタを使用する方法を教えてください。","Q099","4"
"DBトリガーの設定を行った後に「完了」ボタンが押せません。考えられる原因を教えてください。","Q100","4"
"DataSpider Servista のログが大量に出力され、ディスクを圧迫しています。対処方法を教えてください。","Q101","4"
"ダウンロードしたパッチを解凍して、ドキュメントに記載されているモジュールがすべて含まれているか確認したところ、特定の環境で解凍した場合にファイルが足りないことがありました。原因を教えてください。","Q102","4"
"SQLServerアダプタの[ストアドプロシージャ実行]処理で、以下のエラーが発生しました。原因を教えてください。[exec_procedure]の処理に失敗しました。原因:[java.lang.UnsupportedOperationException]","Q103","4"
"オプションアダプタのを使用するために、インストールやパッチを適用しましたが、「新しいグローバルリソースの追加」画面で、アダプタで使用するグローバルリソースが表示されません。原因と対処方法を教えてください。","Q104","4"
"スクリプトをデザイナで編集したのに、トリガーに反映されません。原因と対処法を教えてください。","Q105","4"
"[ファイル]-[ファイル操作]-[ファイル名一覧取得]アイコンで「ファイル名一覧をソート」を指定した場合、ファイル名はどのようにソートされるのでしょうか。","Q106","4"
"DataSpiderServer を別のプラットフォームに移行する手順を教えてください。","Q107","4"
"ドメインユーザーアカウント(管理者権限)にてDataSpiderクライアントをインストールしましたが、別ユーザ(管理者権限)で同じ端末にログインするとWindowsのスタートメニューにDataSpiderが表示されていませんでした。本事象についての対処方法について教えてください。","Q108","4"
"あるスクリプトに作成したスクリプト変数を、同じプロジェクト内の他のスクリプトでも使用することはできますか？","Q109","4"
"Oracle アダプタの [ストアドプロシージャ実行] で、Oracle ストアドファンクション の戻り値として BOOLEAN 型は使えますか。","Q110","4"
"Dr.Sum アダプタの[テーブル書き込み(insert)]、[テーブル追加書き込み]処理で以下のエラーが発生します。原因と対処方法を教えてください。jp.co.dw_sapporo.drsum_ea.DWException: Error code(＜10桁以上の半角英数字＞)","Q111","4"
"DataSpider Servista を最新のバージョンにバージョンアップする方法を教えてください。","Q112","4"
"SQL Server にリポジトリDBを作成してDataSpiderServerを起動したところリポジトリ DB 無しで起動されました。server.log を確認したところ、「|WARN|ds.kernel.mgr.db|データベースへの接続に失敗しました。リポジトリDB無しの状態で起動されます。」と出力されています。原因と対応策を教えてください。","Q113","4"
"Mapper内の[実行ID]アイコンで取得できる値や、マイログで確認できる実行IDは一意でしょうか。","Q114","4"
"Excelブックを「シートからの読み取り」アイコンを使って読み取ろうとしたところ、以下のエラーが発生しました。原因と対処法を教えてください。jxl.read.biff.PasswordException: jxl.read.biff.PasswordException:The workbook is password protected","Q115","4"
"DataSpiderServer への root ユーザのログインパスワードを失念してしまいました。パスワードの初期化はできますか。","Q116","4"
"ZIP形式の圧縮ファイルは、「ZIP解凍」処理で対応できますが、ZIP形式以外のファイルは解凍できますか。","Q117","4"
"サーバマシンとクライアントマシン間にファイアウォールがあるためポートを開放する必要があります。DataSpiderのサーバ-クライアント間の通信で使用するポートを教えてください。","Q118","4"
"DataSpider Servista には、Server Package(Advanced Server Package、Basic Server Package)、Select など複数のパッケージ製品がありますが、これまで使用していたパッケージと異なるパッケージを使用する場合、どのように移行すればよいか教えてください。","Q119","4"
"Windows 7、Windows Server 2008 R2 に Windows x64版のDataSpider Studio（バージョン 2.4.x ）をインストールしたところ、マイログの[テキスト形式でダウンロード]やエクスポート機能で処理の停止またはエラーが発生しました。原因と回避策を教えてください","Q120","4"
"Lotus DominoアダプタやLotus Notesアダプタの[ビュー読み取り]処理でプロパティの｢キー設定｣に複数のキーが存在する場合には、どのような条件で読み取りが行われますでしょうか。","Q121","4"
"それまで正常に終了していたスクリプトで処理対象のデータ件数を多くしたところ、以下のようなエラーが発生し、スクリプトの実行が失敗するようになりました。原因と対応策を教えてください。・java.lang.OutOfMemoryError: Java heap space・java.lang.OutOfMemoryError: GC overhead limit exceeded","Q122","4"
"ファイアウォールで接続先のURLをあらかじめ登録しておく必要があります。Salesforce アダプタを使用する際に接続するURL、ポート番号について教えてください。","Q123","4"
"DataSpider Servista をインストールする前に Java をインストールする必要がありますか。また必要な場合、バージョンについても教えてください。","Q124","4"
"HTTP トリガーを使用してスクリプトを起動したところ 408 Request Timeout（リクエストタイムアウト）が発生して、戻り値を受け取ることができませんでした。HTTP トリガー側のリクエストタイムアウトの設定値と延長する方法を教えてください。","Q125","4"
"暗号化形式（MD5など）を指定して、データを暗号化したいという要望があります。Mapper の暗号化ロジック、復号化ロジックでどのような暗号化形式を使用しているか教えてください。","Q126","4"
"DataSpider Servista 2.1.1 の環境を、最新バージョンにアップグレードした後、デザイナから 2.1.1 で作成していたスクリプトのバージョンを戻そうとしたところ、更新日時が 1970/01/01 09:00:00 になっていました。原因を教えてください。","Q127","4"
"Mapper の入力元や出力先で扱えるスキーマのカラム数に上限はありますか","Q128","4"
"同一の OSの場合、32bit版DataSpiderで作成したプロジェクト、スクリプトを64bit版DataSpiderでも利用可能でしょうか？また、その逆の場合も利用可能でしょうか？","Q129","4"
"EICSのビジネスメソッド登録を行う際、Business Method Properties 画面で BAPI 名の検索が可能ですが、正式なBAPI名称で検索すると表示されませんでした。 この検索機能では、何か制限があるのでしょうか?","Q130","4"
"スクリプト実行時にエラー（ScriptNotFoundException）が発生したり、DataSpider Studio が接続できなくなったりする問題が不定期に発生しています。サーバログ、サーバ標準エラー出力を確認したところ、以下のようなエラーが出力されていました。原因と対応策について教えてください。java.lang.OutOfMemoryError: PermGen spacejava.lang.OutOfMemoryError: Metaspace","Q131","4"
"HTTPトリガーの結果データをCSVファイルでダウンロードしたい。","Q132","4"
"スクリプトを作成しましたが、想定よりパフォーマンス（処理速度）が遅くて困っています。確認するポイントを教えてください。","Q133","4"
"Windows OS を使用しています。セキュリティパッチを適用した場合は、サポート対象となりますか？","Q134","4"
"DataSpiderServer の 「タスクマネージャ」の「パフォーマンス」の情報をファイルとして定期的に保存したいです。ファイルに出力する方法を教えてください。","Q135","4"
"リポジトリDBに関する仕様制限・注意事項として、「使用するデータベースのインスタンスはリポジトリDB専用とし、他システムでの使用は行わないでください。」と記載があります。他システムとインスタンス共用した環境では、サポートは受けられますか。","Q136","4"
"Excel アダプタ で Excel に値を書き込んだ後、セルに設定した式に応じて再計算を実行させたいです。可能でしょうか？","Q137","4"
"ヒープサイズの最大値には、最大でどれくらいのサイズを設定できるでしょうか。","Q138","4"
"SAP BCアダプタは DataSpider Servista のトランザクションに参加できるのでしょうか。","Q139","4"
"マウント設定数の上限はありますか。","Q140","4"
"連携予定の FTP サーバで使用できる FTP コマンドに制限があります。FTP アダプタで使用している FTP コマンドを確認する方法はありますか？","Q141","4"
"アダプタを追加でインストールする場合の手順と、注意点についてを教えてください。","Q142","4"
"マッパーで要素名とインデックスを編集したところ、データが取得できなくなりました。 確認するべき点を教えてください。","Q143","4"
"[スクリプト呼び出し]処理で、文字列型の入力変数を指定し、その入力値を null と設定した場合、呼び出し先のスクリプトでは、設定したスクリプト変数の値が null ではなく 空文字 となりました。null のまま渡す方法を教えてください。","Q144","4"
"ファイルトリガーが発火し、監視していたファイルがスクリプト内で読み込まれましたが、読み込まれたデータが途中で切れていたため処理がエラーとなりました。原因と対応策を教えてください。","Q145","4"
"Excelアダプタの[シートから読み取り]処理で[読み取り終了条件を指定]で終了条件を設定していたにも関わらず、最後まで読み込んでしまいました。既知の問題のDSS-9008、DSS-11800には、該当しないことを確認しています。原因と対応方法を教えて下さい。","Q146","4"
"Windows 64bit 版で DataSpiderServer x64 版を起動してタスクマネージャのプロセスを確認すると、DataSpiderServer.exe のプロセス名に（*32）という文字が付いています。32bit アプリケーションとして動作しているのでしょうか？","Q147","4"
"DataSpider Servista のオンラインヘルプにある以下のリンク先が無効となっており、参照できませんでした。参照先を教えてください。・サポートされているエンコーディング・使用可能な正規表現パターン・日時フォーマッティングで使用している SimpleDateFormat・keytool - 鍵と証明書の管理ツール","Q148","4"
"パッチ適用時に問題が発生したため、バックアップしているモジュールから元に戻しました。しかし、バージョン情報を確認したところ、「適用済みパッチ情報リスト」に元に戻したはずのパッチが表示されています。モジュールが元に戻っていないのでしょうか？","Q149","4"
"DataSpider Studio を使用していて、ときどきセッション数の制限により、ログインできないことがあります。原因と対応策を教えてください。","Q150","4"
"DataSpider Servista は Java を使用しているとのことですが、他の Java アプリケーションがインストールされている環境で使用しても、影響はないでしょうか？","Q151","4"
"Studio のエクスプローラにある「ローカルへのダウンロード」や、コントロールパネルから実行する設定のエクスポート時に呼び出す「ディレクトリの選択」画面で、「[+] コンピュータ」を押下後、画面表示まで時間がかかります。","Q152","4"
"Lotus Domino アダプタで、ヘルプにある「環境設定」と「ライブラリのインストール」を実施しましたが、接続テストで以下のエラーが発生します。原因と対応策を教えてください。4062: Could not open Notes session","Q153","4"
"マイログからログを参照しようとしたところ、以下のエラーが発生してログビューアが開きません。org.xml.sax.SAXParseException: An invalid XML character (Unicode: 0x0) was found in the CDATA section.","Q154","4"
"データベース系のアダプタの[テーブル読み取り]処理のプロパティ設定で、接続先をセットした後、対象のテーブルを一覧から選択しようとしたところ、接続先DBに存在しているにもかかわらず表示されないテーブルがあります。 手動で入力すると、抽出テストは成功します。対応方法を教えてください。","Q155","4"
"cli.log のローテーションの設定方法を教えてください。","Q156","4"
"プロジェクトの保存時に以下のエラーメッセージが出てプロジェクトが保存できません。調査のために必要な情報を教えてください。プロジェクトの保存に失敗しました。com.appresso.ds.script.project.ProjectException: エントリの保存に失敗しました。id=xxxxxx","Q157","4"
"Mapperのロジックアイコンに環境変数は使用可能でしょうか？ ヘルプを確認しましたが、スクリプト変数の記載はありましたが、環境変数の記載はありません。","Q158","4"
"x64版 DataSpider Servista の ODBC アダプタで、64bit 版 ODBC データソースに接続したところ、以下のエラーが発生しました。原因と対処方法を教えて下さい。[Microsoft][ODBC Driver Manager] 文字列またはバッファーの長さが無効です。","Q159","4"
"DataSpiderServer が稼動しているサーバのホスト名を変更する場合の手順について教えてください。再インストール等は必要でしょうか。","Q160","4"
"Salesforce アダプタを使用して1948年から1951年の日付のデータを登録した場合に、日付が1日ずれることがあります。原因と対応策を教えてください。","Q161","4"
"要件は確定しているのですが、スクリプトやトリガーなどをどのように開発・設定したらよいかわかりません。このような場合は、どう問い合わせをしたらいいでしょうか？","Q162","4"
"固定長アダプタで読み込んだファイルを、データベースのテーブルに書き込もうとしたところ、以下のエラーが発生しました。「String型からBigDecimal型に変換できませんでした」テーブルの該当カラムは、数値型でNullデータの保存は許容しています。また、Maaperのロジックアイコンでトリム後に、Null値を０に変換するとエラーは回避できますが、トリムで空白を除外した場合にはエラーとなります。エラーの原因と対応方法を教えてください。","Q163","4"
"既存のサービスが存在するプロジェクトを修正しました。サービスを再登録して反映させたいのですが、該当のサービスが実行されている場合、実行される内容は途中から切り替わってしまうでしょうか？","Q164","4"
"添付ファイルの付いた HTML形式のメールをメールアダプタで受信すると、添付ファイル以外のファイルが出力されます。原因を教えてください。","Q165","4"
"プロジェクト数に上限はありますか？　また、プロジェクト数が多い場合は、少ない場合と比較してどのような影響があるでしょうか？","Q166","4"
"DataSpiderServer.laxのメモリ割り当て値(ヒープサイズ)を変更したところ、以下のエラーメッセージが表示されてDataSpiderServerの起動に失敗しました。原因と対応方法を教えてください。Error occurred during initialization of VMCould not reserve enough space for object heapCould not create the Java virtual machine.","Q167","4"
"root 以外のユーザは、グローバルリソースの設定を変更できないようにしたいのですが、どのように設定すればよいでしょうか？","Q168","4"
"DataSpider Studio をあたらしくインストールした端末で、以下の事象が発生しています。原因と対応策を教えてください。・スクリプトのデバック実行時に、デバッグ情報や実行履歴、実行ログの情報が表示されない　（ただし、ログを確認するとスクリプト自体は正常に実行されている）・ブレークポイントを設定しても処理が停止しない・マイプロジェクト、デザイナが、一回目に開いたときにだけ遅くなる","Q169","4"
"JDBCアダプタで、専用のアダプタがないDB に接続しようとしたところ、以下のエラーが発生して接続できません。原因と対応策を教えてください。java.lang.ClassNotFoundException","Q170","4"
"CLIバッチの実行結果をファイルに出力することはできますか？","Q171","4"
"バージョンアップ作業時に、サービスを起動したまま旧バージョンをアンインストールして、新バージョンをインストールした後で、OS を再起動したところ、新規にインストールした環境のモジュールの一部が無くなっていました。原因はなんでしょうか？","Q172","4"
"スケジュールトリガー、ファイルトリガーが、スクリプトを起動する条件を満たしても、スクリプトが開始されませんでした。原因と対処方法を教えてください。","Q173","4"
"DataSpiderServerをサービス起動していますが、サービス起動のステータスが”開始”となってもStudioでログインに失敗する場合があります。DataSpiderServerは、何をもって起動完了と判断すれば良いのでしょうか？","Q174","4"
"DataSpider Studio から設定のエクスポートを実行した場合は、ZIP ファイルが正常に作成できますが、CLI から exp コマンドを実行した場合、java.lang.OutOfMemoryError エラーが発生して作成されません。原因と対応策を教えてください。","Q175","4"
"接続対象のデータベースをバージョンアップする予定があるのですがグローバルリソースも変更する必要がありますか。変更した場合、そのグローバルリソースを使用しているスクリプトも修正が必要ですか。","Q176","4"
"Mapperのロジックアイコンで、数値⇒演算　の処理アイコン（足し算、引き算、掛け算、割り算、余り）に「丸め処理」項目があり、選択できる８つの処理が有ります。それぞれどの様な処理結果となるのでしょうか？具体的な処理例があれば提示ください。","Q177","4"
"スクリプトの処理速度を向上させる方法として、CPUのコア数を増やした方が良いのでしょうか？それともクロック数を上げた方が良いのでしょうか？","Q178","4"
"DBトリガーでは、監視対象のテーブルにロックを行っていますでしょうか。","Q179","4"
"HTTPトリガーにてスクリプトを実行しており、アクセス数の制御のため、実行されるスクリプトの同時実行数を設定したいと考えています。DataSpider Servista にて、スクリプト毎の同時実行数を設定することはできますか。","Q180","4"
"リポジトリDBを使用しているDataSpiderServerのバックアップ方法について教えて下さい。OSのファイルシステムで確認すると、$DATASPIDER_HOME\server\etc 等はファイルが見えません。リポジトリDBのバックアップを取れば、DataSpiderServerの設定の全てがバックアップされますでしょうか。","Q181","4"
"Salesforce アダプタの処理を実行中に、以下のエラーが発生しました。原因と対応策を教えてください。SalesforceのAPIがエラーを返しました。エラーコード:[QUERY_TIMEOUT] エラーメッセージ:[Your query request was running for too long.]","Q182","4"
"テスト用プロジェクトと本番用プロジェクトで接続先が異なるため、別々のグローバルリソースを使用しています。同じ接続先を指定しているアイコンの接続先を一括で変換することはできますか？","Q183","4"
"追加でアダプタを購入して、ライセンスファイルを入手しました。このライセンスファイルをどのように使用すればいいのでしょうか？また、新しいライセンスファイルを正しく使用できていることを確認する方法も教えてください。","Q184","4"
"脆弱性の問題について調査を行っています。DataSpider では OpenSSL のモジュールを使用しているか教えてください。","Q185","4"
"最大同時実行数以上のスクリプトを実行した場合、どのような動作になりますか。また、注意事項があれば教えてください。","Q186","4"
"スケジュールトリガー(インターバル)を以下の内容で設定しましたが、実行時間 開始の 10:00 ではなく 11:00 にスクリプトが起動しました。なぜ、実行時間 開始の 10:00 に起動しなかったのでしょうか[設定内容]実行間隔：02:00:00実行時間 開始：10:00実行時間 終了：16:00","Q187","4"
"Lotus Notes アダプタで処理を実行中に、以下のエラーが発生しました。com.appresso.notes.NotesException: [STATUS:2567] ネットワークの処理が適当な時間内に完了しませんでした。リトライしてください。上記のエラーについてインターネットで検索を行ったところ、IBMのサイトに、NRPC トランザクション使用時に上記エラーが発生するとの記載がありました。・7.2 NRPC トランザクションがタイムアウトしてしまう問題http://www-01.ibm.com/support/docview.wss?uid=swg21464215Lotus Notes アダプタではNRPC トランザクションを使用しておりますでしょうか。","Q188","4"
"Salesforce のバージョンアップ（例：Winter '13 → Spring '14）にともなって、Salesforce アダプタで作成した処理に影響はありますか？","Q189","4"
"JDBC アダプタでテーブル名一覧にテーブルがまったく表示されません。JDBC ドライバ側の仕様を確認するために、JDBC アダプタがどのような方法でテーブル名を取得しているか教えてください。","Q190","4"
"HTTPトリガーでスクリプトを実行し、終了ステータスをブラウザ上で確認したいのですが方法はありますか。","Q191","4"
"[スクリプト呼び出し]で他のスクリプトを呼び出しているスクリプト（親スクリプト）と呼び出されているスクリプト（子スクリプト）が同一のフォルダにあります。このフォルダをコピーして、別のプロジェクトにペーストしたところ、ペーストした先のプロジェクトで、親スクリプトにある子スクリプトの出力変数を変換する Mapper のマッピングが外れていました。原因と対応方法を教えてください。","Q192","4"
"運用途中のシステムのAdministratorユーザのパスワードを変更した際のDataSpider Servista への影響度をご教示願います。","Q193","4"
"Dr.Sum EA の テーブル追加書き込み処理 のコンポーネント変数（戻り値）に、「count」と「insert_count」の２つがありますが、同じ値がセットされます。２つの変数の違いは、なんでしょうか。","Q194","4"
"Web アダプタ、Web サービスアダプタ、REST アダプタで、接続先と通信している内容の詳細を確認したいと考えています。方法はありますか？","Q195","4"
" Web サービスアダプタで問題が発生しました。どのような方法で問題を切り分けていけばよいでしょうか。","Q196","4"
"スクリプトを実行したところ、以下のエラーが発生しました。以下のエラーはどのような場合に出力されますか。 また確認する項目があれば教えてください。java.net.SocketException: Connection reset by peer: socket write error.またはjava.net.SocketException: Software caused connection abort: recv failed","Q197","4"
"スクリプトが実行中のまま終了しない状況になりました。なぜこのような状況になるのでしょうか。確認方法を教えてください。","Q198","4"
